xid,Project Name,Builder Name,Project Address,Property Type,Amenities,Amentity_count,rera_no,Project Area,Project Size-Tower Count,Project Size-Unit Count,Configs,Unit range
r426690,The Prestige City,Prestige Group,"The Prestige City, NH-24, Village Akbarpur Bherampur, Mirzapur, Shahbad alias Mitthepur, Ghaziabad – 201001, Uttar Pradesh",Residential - Apartments,"Pet Park,Jogging Track,Cycling Track,Basketball Court,Skating Rink,Reflexology Park,Yoga/Meditation Area,Community Garden/Urban Farming,Rock Climbing Wall,Club House,Children's Play Area,Swimming Pool,Amphitheatre,BBQ Area,Senior Citizen Sitout,Vaastu Compliant,Gated Community,24x7 Security,Landscape Garden,Private Gardens/Balconies,Co-Working Spaces",22,UPRERAPRJ470993/04/2025,62.5 acres,23,4041,"2BHK,3BHK,4BHK,Villaments,Sky Mansions",1301~6026 sq.ft
r426699,Chevella Green Rich @ Chevella,Not found,Not found,Residential - Single-family homes,"Swimming Pool,Jogging Track,Table Tennis,Carrom,Children's Play Area,Solar Street Lights",6,Not found,25 Acres,Not found,Not found,None,None
r426863,OM Exotica,OM GROUP,"Kachana Road, Behind Swarnabhoomi, Raipur, 492001",Residential - Villas,"Temple,Swimming Pool,Badminton Court,Gymnasium,Carrom,Pool Table,Club House,Children's Play Area,Jogging Track,Multipurpose Court",10,PCGRERA230424001764,Not found,Not found,Not found,None,None
r426885,CASALIFE BY BHAVISHA PROPERTIES,BHAVISHA PROPERTIES,"SURVEY NO 130, SARJAPUR MAIN RD,
V. KALLAHALLI, BENGALURU, KARNATAKA- 562125",Residential - Villas,"Gated Community,Solar Panel,Creche/Day care,Pet Park,Gymnasium,Landscape Garden,Sun Deck,Amphitheatre,Children's Play Area,Swimming Pool,24x7 Security,Intercom,Car Parking,Business Lounge,Cafeteria,Laundry,Club House,Vastu Compliant,Co-Working Spaces,Badminton Court,Table Tennis,Indoor Games,Fire Fighting Systems,Fire Alarm,Yoga/Meditation Area,Party Lawn,Rain Water Harvesting",27,"PRM/KA/RERA/1251/308
/PR/220424/006822",Not found,Not found,Not found,4BHK,849~3889 sq ft
r426897,Bhavya’s Tulasivanam Avani,Bhavya Constructions Pvt Ltd,"Kukatpally, Hyderabad, Telangana",Residential - Apartments,"Gated Community,Creche/Day care,Spa,Gymnasium,Children's Play Area,Table Tennis,Swimming Pool,Indoor Games,Sauna,Jacuzzi,Steam Room,Amphitheatre,Pet Park,Skating Rink,Beach Volley Ball Court,Basketball Court,Party Lawn,Car Parking",18,Not found,16.39 ACRES,12,2684,"2 BHK,3 BHK",1268~2167 sq.ft
r427035,SUPER 60,Legendary Builders,"No.62/63, Kothavanchavadi Street, Saidapet, Chennai-600 015",Residential - Apartments,"Anti-termite Treatment,24x7 Power Backup,CCTV Camera Security,Children's Play Area",4,TN/29/BUILDING/0330/2024,Not found,Not found,Not found,2BHK,978 sq.ft
r427184,Precious Imperial,Precious Group,"Precious Imperial, 54/2a, Opp. New Water Tank, Pale Gaon, Ambernath (e) -421503.",Residential - Apartments,"Earthquake Resistant,Lounge,Gymnasium,CCTV Camera Security,Indoor Games,Senior Citizen Sitout,Children's Play Area",7,P51700030999,Not found,Not found,Not found,"1BHK,2BHK",None
r427435,RUDRA ???????? ???-1,RUDRA BHAWAN NIRMAN LLP,"???????, ??????? ???, ???????",Residential - Apartments,"Earthquake Resistant,Society Office,Temple,Community Hall,Gymnasium,Landscape Garden,Park,Club House,Children's Play Area,Swimming Pool,Amphitheatre,Jogging Track,Badminton Court,24x7 Security,Lift(s)",16,UPRERAPRM167035,Not found,7,Not found,"2BHK,3BHK",502.35~1200 sq.ft
r428207,Lambodar Apartment,JAI GAJANAN BUILDERS,"Plot No 81, London Street, Swawlambi Nagar, Bhende Layout Sq., Nagpur-440022",Residential - Apartments,"Earthquake Resistant,Vastu Compliant,Lift(s),Solar Water Heating",4,Not found,Not found,Not found,Not found,"3 BHK,2 BHK",1105.00~1325.00 sq.ft
r428347,PANSAS REGENCY,PANSAS BUILDERS & DEVELOPERS PVT. LTD.,"ON NH-2, AT BHIRINGI MORE, DURGAPUR, WESTBENGAL",Residential - Apartments,"Gated Community,Car Parking,24x7 Security,Lift(s),24/7 Water Supply,Vastu Compliant,Power Back up Lift",7,Not found,Not found,Not found,Not found,"4BHK,3BHK,2BHK",671~1650 sq.ft
r428909,Shree Siddheshwar Hamilton,NYAL KARAN GROUP,"Opp. D-Mart Mall, Vasna-Bhayli Road, Bhayli, Vadodara.",Residential - Apartments & Penthouses,"Earthquake Resistant,Internal Street Lights,Paved Compound,Private Gardens/Balconies,Children's Play Area,Club House,Jogging Track,Swimming Pool,Security Cabin,Fire Fighting Systems,24x7 Security,Lounge,Gymnasium,Open Space,Car Parking",16,Not found,Not found,Not found,Not found,"4BHK,Penthouses",457.00~694.00 sq.ft
r435679,Sujay Global Elara,SUJAY INFRA | GLOBAL GROUP,"Survey No. 397/398, Defence Colony, Serilingampalle (M), Nallagandia, Telangana - 500019",Residential - Apartments,"Vastu Compliant,Club House,Car Parking,Children's Play Area,Swimming Pool,Amphitheatre,Co-Working Spaces,Barbecue,Gymnasium,Banquet Hall,24x7 Security,CCTV Camera Security,Lift(s),Creche/Day care,Indoor Games,Badminton Court,Basketball Court,Skating Rink,Jogging Track,Party Lawn,Lawn,Open Space,Security Cabin,Waste Management,Rain Water Harvesting,Water Treatment Plant,Intercom,Landscape Garden,Paved Compound,Gated Community,Power Back up Lift,STP,Fire Alarm,EV Charging Stations",35,P02400008863,1.31 acre,Not found,163,"2BHK,3BHK",1304~2093 sq. ft.
r435906,Ren & Rei,Assetz,"Rayasandra Main Road
Gattahalli, Bengaluru, 
Karnataka - 560099",Residential - Apartments,"Gated Community,Well-Maintained Internal Roads,Private Gardens/Balconies,Creche/Day care,Temple,Community Hall,Pet Park,Outdoor Event Spaces,Cricket Pitch,Football Ground,Table Tennis,Volley Ball Court,Lawn Tennis Court,Beach Volley Ball Court,Basketball Court,Skating Rink,Squash Court,Badminton Court,Gymnasium,Landscape Garden,Manicured Garden,Terrace Garden,Flower Garden,Fountain,Sit Out Area,Park,Club House,Multipurpose Hall,Children's Play Area,Swimming Pool,Multipurpose Court,Banquet Hall,Party Lawn,Gazebo,Amphitheatre,Jogging Track,Mini Theatre,Card Room,Indoor Games,Cycling Track,CCTV Camera Security,Security Cabin,Fire Fighting Systems,Smoke Detectors,Gas Leak Detectors,24x7 Security,Video Door Security,Intercom Facilities,Signage and Road Markings,EV Charging Stations,Lift(s),Property Staff,Entrance Lobby,Intercom,Maintenance Staff,DG Availability,24/7 Power Backup,Sewage Treatment Plant,Waste Management,Rain Water Harvesting,Water Treatment Plant,Fire Alarm,Internal Street Lights,Society Office,Power Back up Lift,Energy Efficient Lightining,24/7 Water Supply,Waste Segregation and Disposal",61,PRM/KA/RERA/1251/446/PR/130225/007501,3.80 acres,Not found,218,3BHK,1796~1821 sqft
r435934,The Sky Heights,Not found,"Panchkula landmark situated in an excellent location, this prestigious address is close to one of the finest areas in Panchkula.",Residential - Apartments,"Gated Community,Private Gardens/Balconies,Landscape Garden,Park,Children's Play Area,Swimming Pool,Amphitheatre,Jogging Track,Club House,24x7 Security,Rain Water Harvesting,Entrance Lobby,24/7 Water Supply",14,Not found,Not found,Not found,Not found,"4 BHK,Penthouses",3037.610~5044.141 sq.ft
r435952,Oceanus Ample Grace,Oceanus Builders,"Kinfra, Trivandrum, Kerala, India",Residential - Apartments,"Anti-termite Treatment,Children's Play Area,Swimming Pool,Landscaped Garden,Car Parking,24x7 Security,Elevator(s),Municipal Water Supply,Rain Water Harvesting,Solar Panel,Gymnasium,Multi-purpose Hall,Internal Street Lights,CCTV Camera Security,Power Back up Lift,Security Cabin,Intercom Facilities,DG Availability,Waste Management,Sewage Treatment Plant",20,K-RERA/PRJ/TVM/235/2024,Not found,Not found,82,"1BHK,2BHK,3BHK",672~1596 sqft
r435961,Del Lago Residences,ACE,"Raidurg, Hyderabad",Residential - Apartments,"Vastu Compliant,Children's Play Area,Swimming Pool,Club House,Banquet Hall,Spa,Gymnasium,Indoor Games,Car Parking,EV Charging Stations,Security Cabin,CCTV Camera Security,24/7 Power Backup,Lounge,Piped Gas",16,P02400008726,Not found,Not found,62,"3BHK,4BHK",2265~4000 sq.ft
r436007,Avinash Neopolis,Avinash Group,"Avinash Neopolis, BhataGaon",Residential - Apartments,"Basketball Court,Tennis Court,Swimming Pool,Club House,Children's Play Area,Gymnasium,Landscape Garden,Park,Temple,Community Hall,Badminton Court,Billiards",12,PCGRERA301024001843,Not found,Not found,Not found,"3 BHK,4 BHK",1656.00~2215.00 sq. ft
r436043,SOUTH X GATED TOWNSHIP,Shubham Group,"NH-27 and Kanpur-Raibareli Road, Rae Bareli, Uttar Pradesh, India",Residential - Townhouses,"Gated Community,Internal Street Lights,Temple,Gymnasium,24x7 Security,Park",6,"RAJ/P/2022/43338, RAJ/P/2022/43336",Not found,Not found,Not found,None,None
r436048,Kabyashree Paramount,Dee and A Solutions Pvt. Ltd.,"Convoy Road, Boiragimath, Dibrugarh","Residential - Apartments, Residential - Penthouses, Residential - Duplexes","Vastu Compliant,Landscape Garden,Club House,Children's Play Area,Jogging Track,24/7 Water Supply,Community Hall,Car Parking",8,Not found,Not found,Not found,112,"2BHK,3BHK,4BHK,Penthouse,Duplex",759~3018 sqft
r436141,Rang’s Deluxe Apartments,Dhiya Foundation Private Limited,RS PURAM COIMBATORE,Residential - Apartments,"Vastu Compliant,Car Parking,Intercom,Gymnasium,24x7 Security,CCTV Camera Security,Lift(s),RO System,Landscape Garden",9,Not found,Not found,Not found,20,"2BHK,3BHK",1373~1888 Sq.ft
r436386,VGN Richmond TOWERS,VGN,In the heart of Guindy,Residential - Apartments,"Earthquake Resistant,Vastu Compliant,Creche/Day care,Community Hall,Library,Pet Park,Co-Working Spaces,Outdoor Event Spaces,Carrom,Chess,Dart Board,Billiards,Pool Table,Foosball,Air Hockey,Table Tennis,Volley Ball Court,Badminton Court,Video Gaming Room,Massage Room,Yoga/Meditation Area,Spa,Gymnasium,Landscape Garden,Manicured Garden,Terrace Garden,Flower Garden,Fountain,Senior Citizen Sitout,Park,Cabana Sitting,EV Charging Stations,Car Parking,Music Room,Dance Studio,Art and Craft Studio,Club House,Multipurpose Hall,Children's Play Area,Sand Pit,Swimming Pool,Multipurpose Court,Theatre,Banquet Hall,Sun Deck,Party Lawn,Gazebo,Barbecue,Amphitheatre,Jogging Track,Mini Theatre,Card Room,Indoor Games,Cycling Track,Gaming Zones,Art Gallery,Fire Fighting Systems,24x7 Security,Video Door Security,Intercom Facilities,Panic Buttons in Apartments,Lounge,Business Lounge,Conference Room,Waiting Lounge,Food Court,Restaurant,Cafeteria,Smart Home Automation,Piped Gas,RO System,Wi-Fi Connectivity,Laundry,Salon,Automated Car Wash,Letter Box,Shopping Centre,Grocery Shop,Bus Shelter,Concierge Service,Lift(s),Property Staff,Entrance Lobby,Intercom,ATM,Maintenance Staff,DG Availability,24/7 Power Backup,Centralized Air Conditioning,Air Purification Systems,Plumber/Electrician on Call,Waste Management,Garbage Disposal,Sewage Treatment Plant,Garbage Chute,Recycling Facilities,24/7 Water Supply,Rain Water Harvesting,Municipal Water Supply,Water Treatment Plant",105,Not found,10.46 acres,Not found,252,"2BHK,3BHK",932~1354 sq. ft.
r436435,SUNNY GROVES,CYNOSURE homez,"Chambenahalli, Bengaluru
Karnataka - 562 125",Residential - Apartments,"Pet Park,Basketball Court,Badminton Court,Gymnasium,Spa,Yoga/Meditation Area,Party Lawn,Skating Rink,Club House,Children's Play Area,Swimming Pool,Mini Theatre,Rooftop Lounge,Business Lounge,Garbage Chute,Car Parking,Rain Water Harvesting,Reception Lobby,Smart Home Automation,Amphitheatre,Cycling Track",22,PRM/KA/RERA/XXXXXXXXXXXXXXX,5 Acres,Not found,317,"2BHK,3BHK,4BHK",1122~3680 sq.ft
r436673,Zenith Vista,Ved Shree Group,"Vrindavan Yojna, Raebareli Road, Lucknow",Residential - Apartments,"Gated Community,Wheelchair Accessible,Gymnasium,Landscape Garden,Children's Play Area,Swimming Pool,CCTV Camera Security,Fire Fighting Systems,24x7 Security,Intercom Facilities,Car Parking,Lift(s),24/7 Power Backup,24/7 Water Supply,Rain Water Harvesting,Earthquake Resistant,Private Gardens/Balconies,Community Hall,Internal Street Lights,Vaastu Compliant,Badminton Court,Indoor Games,Senior Citizen Sitout,Park,Jogging Track,Amphitheatre,Club House,EV Charging Stations",28,UPRERAPRJ214211/11/2024,Not found,Not found,Not found,"3BHK,4BHK",1840~2813 sq.ft
r436680,The Kutumb,Aditya Builders & Developers,"Aditya World City, Ghaziabad",Residential - Condominiums,"Gated Community,24x7 Security,CCTV Camera Security,Gymnasium,Landscape Garden,Children's Play Area,Jogging Track,Swimming Pool,Badminton Court,Squash Court,Party Lawn,Sauna,Spa,Yoga/Meditation Area,Reflexology Park,Senior Citizen Sitout,Indoor Games,Reading Lounge,Restaurant,Rain Water Harvesting",21,UPRERAPRJ572873/11/2024,Not found,4,Not found,4BHK,1507.18~1789.52 sq.ft
r436753,PRABHA Anahita,PRABHA REALTY,"252/1, 22 Feeder Road, Kolkata - 700 057, West Bengal",Residential - Apartments,"Community Hall,Indoor Games Room,Gymnasium,Multipurpose Court,Swimming Pool,Lounge,Toddlers Room,Meditation Room,Senior Citizen Sitout",9,WBRERA/P/NOR/2024/002167,Not found,2,154,"2BHK,3BHK",669~932 sq. ft
r436843,INFINIA CITY,OZEN GROUP OF COMPANIES,"MOHGAON, WARDHA ROAD - NAGPUR",Residential - Villa Plots,"Gated Community,Jogging Track,Swimming Pool,Badminton Court,Gymnasium,Sauna,Spa,Steam Room,Children's Play Area,Cycling Track,Park,Community Hall",12,P50500077833,120+ Acres,Not found,1500+,3 BHK,"1,000~5,000 sq. ft."
r436866,CASAGRAND WINDSOR COURT,CASAGRAND,"PROPOSED VILLA DEVELOPMENT, @ HYDERABAD",Residential - Villas,"Vastu Compliant,Pet Park,Skating Rink,Jogging Track,Children's Play Area,Party Lawn,Gym,Yoga/Meditation Area,Club House,Multipurpose Hall,Swimming Pool,Terrace Garden,Car Parking",14,Not found,Not found,Not found,21,"4 BHK,5 BHK",2902.40~5544.43 sq.ft
r436912,VVIP Addresses Greater Noida West,Vibhor Vaibhav Infrahome Private Limited,"VVIP Addresses Greater Noida (West) Sector-12, Greater Noida West, U. P.- 201001",Residential - Apartments,"Nature Trail,Jacuzzi,Gymnasium,Club House,Swimming Pool,Badminton Court,Squash Court,Indoor Games,Restaurant",9,UPRERAPRJ600767/11/2024,Not found,5,Not found,"3 BHK,4 BHK",1881.0~3669 sq.ft
r436948,DS-MAX SkyFields,DS-MAX Properties Pvt. Ltd,"Soukya Road, Whitefield, Bangalore",Residential - Apartments,"Gated Community,24x7 Security,Car Parking,Swimming Pool,Badminton Court,Squash Court,Table Tennis,Gymnasium,Jogging Track,Cycling Track,Skating Rink,Club House",12,PRM/KA/RERA/1250/304/PR/251024/007179,Not found,Not found,870,"2BHK,3BHK",None
r437289,ARYA SHINE,OPULENT CONSTRUCTIONS,ARYA SHINE 3 BHK Apartments,Residential - Apartments,"Earthquake Resistant,24x7 Security,Car Parking,Club House,Gymnasium,Rooftop Lounge,Children's Play Area",7,RAJ/P/2024/3404,Not found,Not found,Not found,3BHK,1447.34~1517.29 sq.ft
r437357,AJMERA MARINA,AJMERA,Yelahanka,Residential - Apartments,"Gated Community,Children's Play Area,Swimming Pool,Gymnasium,Party Lawn,Jogging Track,24/7 Power Backup,Landscape Garden,Club House,Intercom Facilities,Lift(s),Multipurpose Hall,Private Gardens/Balconies,Pet Park,CCTV Camera Security,Power Back up Lift,Badminton Court,Table Tennis,Squash Court,Lounge,Indoor Games,Fire Fighting Systems,24x7 Security,Vastu Compliant",26,Not found,10.2-ACRE,4,Not found,"2BHK,3BHK",815~1074 sq.ft
r437590,NIDHULAN PARK VIEW CASTLE,G. P. B. BUILDERS,"Plot. No: 58/1A, Ramamoorthy Avenue, Kolapakkam, Chennai -127.",Residential - Apartments,"Swimming Pool,Gymnasium,Children's Play Area,Car Parking,Video Door Security,CCTV Camera Security,24x7 Security,Power Backup,Lift(s)",9,Not found,Not found,Not found,Not found,"2BHK,3BHK",951~1393 sqft
r437759,GOLDEN TOWERS,NU PRESTIGE HOME,"NEW KUMARAN NAGAR EXTENSION ROAD, SHOLINGANALLUR, CHENNAI-600 011.",Residential - Apartments,"Vastu Compliant,Solar Panel,Gymnasium,Community Hall,Indoor Games,Swimming Pool,CCTV Camera Security,24/7 Power Backup,RO System,Lift(s),Children's Play Area,Jogging Track",12,Not found,Not found,Not found,103,"2BHK,3BHK",1093.00~1292.00 sq.ft
r437801,Signature by Mangal,Mangal Buildhome Pvt. Ltd.,"Plot no 756-757, Paranjpe Rd no 2, Lane of Sun city Theatre. Junction of Subhash Road & Indulkar Road, Vile Parle (East).",Residential - Apartments,"Gymnasium,Library,Children's Play Area,Jogging Track,Lounge,Club House,Landscape Garden,Swimming Pool,Party Lawn,Indoor Games,Amphitheatre,Sit Out Area",12,P51800078445,"30,000 Sq. Ft.",Not found,Not found,"3BHK,4BHK,5BHK",None
r437858,SHIVANA ARESTA,SHIVANA,"Safal Parisar Road, South Bopal, Ahmedabad",Residential - Apartments,"Gated Community,Children's Play Area,Swimming Pool,Indoor Games,Gymnasium,Landscape Garden,Car Parking,Club House,Community Hall,Sit Out Area,Temple,Society Office,Intercom",13,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14517/131224/310828,Not found,2,168,3 BHK,None
r437888,Elan The Emperor,Elan,"Sector 106, Dwarka Expressway, Gurugram, Haryana",Commercial - Retail spaces,"Jacuzzi,Gymnasium,Lawn Tennis Court,Sauna,Spa,Swimming Pool,Yoga/Meditation Area,EV Charging Stations,Pet Park,Club House,24x7 Security,CCTV Camera Security,Landscape Garden,Barbecue,Amphitheatre",16,05 of 2025,4.82 acres,Not found,Not found,"4BHK,5 BHK",2308~5054 sq. ft
r437895,PARAM NEST,PARAM GROUP,"PARAM NEST,
Opp. Aaryan Homes 2, Beside Sharanya Altura,
Nr. Sindhubhavan Extension, Shilaj, Ahmedabad.",Residential - Apartments,"Gated Community,Internal Street Lights,Landscape Garden,Children's Play Area,Multipurpose Hall,Indoor Games,Gymnasium,Terrace Garden,CCTV Camera Security,24x7 Security,Car Parking",11,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14917/070325/311229,Not found,Not found,Not found,2BHK,None
r437898,Urban Ascent,Emaar India Limited,"Revenue Estate of Village Bajghera, Sector 112,Gurugram Manesar Urban Complex, Haryana, India, India",Residential - Apartments,"Club House,Swimming Pool,Children's Play Area,Pet Park,Jogging Track,Open Space,Badminton Court,Multi-purpose Court,Gymnasium,Solar Panel,Rain Water Harvesting,EV Charging Stations,Yoga/Meditation Area",14,RC/REP/HRERA/GGM/898/630/2025/01,43479.356 Sq. Mtrs. (10.744Acres),Not found,Not found,"2BHK,3BHK,4BHK",1001.37~1860.88 sq.ft
r438076,Erica,VK Infrastructures,"50-118-6/1, plot no-43
Seethammadhara(NE)
Near SBI Bank
VIZAG 530013",Residential - Apartments,"Terrace Garden,Swimming Pool,Seating Area,Fountain,Basket Ball Court,Badminton Court,Sand Pit,Entrance Lobby,Banquet Hall,Mini Theatre,Indoor Games,Gymnasium,Meeting Room,Doctor on Call,Car Parking,CCTV Camera Security,Intercom,Lift(s),Terrace Yoga,Lifts",21,Not found,Not found,Not found,Not found,None,1630~2190 sq.ft
r438169,SAMAY LAKEVIEW,SAMAY,"Samay Lakeview, Behind MK Primary School, Opp Ghuma Lake Temple Gate, Ghuma 380058",Residential - Apartments,"Gated Community,Children's Play Area,Club House,Jogging Track,Landscape Garden,Sit Out Area,Gymnasium,24x7 Security",8,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA14124/110924/311229,Not found,Not found,Not found,2BHK,None
r438216,Bharath Blossom,Bharath Constructions,"Ramalinga Nagar, 1st Main Road, 5th cross ( Shiva Nagar ), Woraiyur, Trichy -3",Residential - Apartments,"Car Parking,Terrace Garden,Lift(s)",3,Not found,Not found,Not found,9,3BHK,1222~1380 SQFT
r438243,AA PRIVILEGE,JN Group,"Punawale, Pune, India",Residential - Apartments,"Earthquake Resistant,Lift(s),24/7 Security,Gated Community,Children's Play Area,Jogging Track,Fire Fighting Systems,Swimming Pool,Car Parking,Solar Water Heating,CCTV Camera Security,Amphitheatre,Club House,Badminton Court",14,P52100078775,Not found,Not found,Not found,"2 BHK,3 BHK",696~1081 sq.ft
r438244,Indiabulls Estate & Club,Indiabulls,"Sector - 104, Dwarka Expressway, Gurugram",Residential - Apartments,"Gated Community,Football Ground,Gymnasium,Swimming Pool,Cricket Pitch,Concierge Service,Spa,Car Parking,Club House,Children's Play Area,Badminton Court,Lawn Tennis Court,Sauna",14,RC/REP/HARERA/GGM/897/629/2024/124,nearly 17 acres,3,Not found,4BHK,3759 sqft
r438251,URBAN WOODS,Rustomjee,"Near Vicco Naka, Village Bhal, Off Kalyan Shilphata Road, Dombivli (E) - 421 306",Residential - Apartments,"Gated Community,Vastu Compliant,Creche/Day care,Pet Park,Gymnasium,Landscape Garden,Sit Out Area,Park,Club House,Children's Play Area,Swimming Pool,Mini Theatre,Indoor Games,Cycling Track,CCTV Camera Security,Intercom,24/7 Water Supply,Rain Water Harvesting,Property Staff,Waste Management,Garbage Disposal,Solar Panel,EV Charging Stations,Badminton Court,Squash Court,Multipurpose Hall,Party Lawn",28,P51700079096,8 acres,8,Not found,"1BHK,2BHK,3BHK",None
r438254,Gulnaar Serene,Gulnaar Kreative Developers LLP,"Singhpura Road, Zirakpur, India",Residential - Apartments,"Gated Community,Landscape Garden,Children's Play Area,Club House,Swimming Pool,Party Lawn,Gazebo,Amphitheatre,Jogging Track,Cycling Track,Gymnasium,24x7 Security,Lift(s)",13,PBRERA-SAS79-PR1111,5 Acres,Not found,Not found,3+1 BHK,271~286 Sq Yds
r438259,JAGDAMB APARTMENT,JB Construction,"P. No.10+11, S. No. 302/2/10,11, Narahari Nagar, Nagar, Behind Anjana Lawns, Pathardi Phata, Nashik- 10.",Residential - Apartments,"Earthquake Resistant,Lift(s)",2,P51600078589,Not found,Not found,Not found,"1 BHK,2 BHK",606.00~1001.00 SQ.FT.
r438337,PARI HEIGHTS,Benchmark Buildcon,"Malviya Road, Near Hindu National School, Laxman Chowk, Dehradun, Uttarakhand- 248001",Residential - Apartments,"Temple,Community Hall,Gazebo,Yoga/Meditation Area,24x7 Power Backup",5,Not found,Not found,Not found,Not found,"2BHK,3BHK",1305~1800 sq.ft
r438339,Shivay Bungalows,Not found,"Poniya Road,
Behind New Mamlatdar Office,
Pardi - 396125",Residential - Bungalows,"Gated Community,Temple,Children's Play Area,Jogging Track,Gazebo,Society Office,Landscaped Garden,24/7 Water Supply,Car Parking,24x7 Security",10,Not found,Not found,Not found,Not found,3 BHK,None
r438412,Signature Heights,Signature Dwellings,"Neraluru, Hosur Road, near Electronic City, Bengaluru",Residential - Apartments,"Gated Community,Private Gardens/Balconies,Landscape Garden,Manicured Garden,Jogging Track,Club House,Indoor Games,Swimming Pool,Children's Play Area,Car Parking,24x7 Security,Badminton Court,Squash Court,Table Tennis,Gymnasium,Car wash area,Meditation Area,Party Lawn,Community Hall,Security Cabin,Fire Fighting Systems,Lounge,Intercom,CCTV Camera Security,Beach Volley Ball Court,Cricket Pitch",27,PRM/KA/RERA/1251/308/PR/111124/007220,5 acres,3,346,"1BHK,2BHK,3BHK,2.5BHK",1128~1802 sq.ft
r438439,The Altitude,Not found,"Near NRI Circle, Jagatpura, Jaipur",Residential - Apartments,"Earthquake Resistant,Gymnasium,Swimming Pool,Children's Play Area,Club House,Mini Theatre,Car Parking,Lift(s),24/7 Water Supply,24/7 Power Backup,CCTV Camera Security,24x7 Security,Gated Community,Community Hall,Lounge",15,RAJ/P/2024/3442,Not found,Not found,Not found,"3 BHK,4 BHK",2120~2900 sq. ft.
r438445,Suryansh SKYLINE,Sun Buildcon Pvt. Ltd.,Not found,Residential - Apartments,"Earthquake Resistant,Internal Street Lights,Vastu Compliant,Society Office,Gymnasium,Library,Car Parking,Club House,Multipurpose Hall,Children's Play Area,Temple,Banquet Hall,Carrom,Chess,Table Tennis,Badminton Court,Home Theatre,Indoor Games,Swimming Pool,CCTV Camera Security,Security Cabin,24x7 Security,Rain Water Harvesting,Solar Panel,Well-Maintained Internal Roads",26,MAA14578/231224/180929,Not found,Not found,318,"2 BHK,3 BHK,Penthouse",None
r438448,MARUTI MANGAL,S K CONSTRUCTIONS,"S.no 782, P.no 10/11, Bajirao Nagar, Tidke Colony, Nashik.",Residential - Apartments,"Earthquake Resistant,Lift(s),24/7 Power Backup,CCTV Camera Security,Video Door Security",5,Not found,Not found,Not found,Not found,3BHK,1240~1330 sq.ft
r438468,RATAN HEIGHTS,RAJ RATAN BUILDERS & DEVELOPERS,"Shop No. 1, 2, 3, Ratan Heights, Madhuban Township, Vasai East.",Residential - Apartments,"Gated Community,Earthquake Resistant,Society Office,Jogging Track,Club House,Intercom,Gymnasium,Children's Play Area,Temple,School,Restaurant,Car Parking,Fountain,Yoga/Meditation Area",16,P99000077888,Not found,Not found,Not found,2BHK,29.54~56.28 Sq.Mtrs
r438470,Ivy County,Iconhomz,"Ivy county, sy no 18/2, ramanayakanahalli village, sarjapura hobli, varthur-sarjapur rd, bengaluru urban, karnataka - 560087",Residential - Villa Plots,"Gated Community,Security Cabin,Community Garden/Urban Farming,Nature Trail,Jogging Track,Club House,Swimming Pool,Badminton Court,Squash Court,MultiPurpose Hall,Library,Table Tennis,Billiards,Fitness Centre,Flower Garden",15,PRM/KA/RERA/1251/308/PR/151124/007231,50 ACRES OF LAND,Not found,658,None,1200~4000 sq.ft
r438476,Shivala Villas,PARSHVANATH,"Opp. Siddha Aangan, GH-06, Bagru Khurd Link Road before Toll Plaza, Jaipur (Raj.) - 302026",Residential - Villas,"Earthquake Resistant,Gated Community,Internal Street Lights,Vastu Compliant,Rain Water Harvesting,24/7 Water Supply",6,Not found,Not found,Not found,Not found,3 BHK DUPLEX VILLA,1521.00 sq. ft
r438496,KG Kingdom of Joy,KG Builders,"NH4, Valarpuram, Sriperumbudur, Tamil Nadu 602105",Residential - Plots,"Gated Community,Well-Maintained Internal Roads,Children's Play Area,Jogging Track,24x7 Security,Landscape Garden,Park,Amphitheatre",8,TN/1/Layout/0188/2025,20.2 Acre,Not found,Not found,None,629~3566 sq. ft
r438704,MOONGLADE,E-INFRA & IRA,"Narsingi, Kokapet",Residential - Apartments,"Gated Community,Vastu Compliant,Creche/Day care,Community Hall,Pet Park,Car Parking,Club House,Children's Play Area,Swimming Pool,Jogging Track,24x7 Security,Intercom,Lift(s),24/7 Power Backup,Rain Water Harvesting,Landscape Garden,Open Space,Party Lawn,Gymnasium,Indoor Games,Badminton Court,Squash Court,Table Tennis,Sauna,Spa,Library,Business Lounge,Multipurpose Hall,Party Lawn,CCTV Camera Security,Fire Fighting Systems,Power Back up Lift",32,P000000000000,14-acre,7,2700,"3BHK,4BHK",1400~3950 sq.ft
r438707,OM Residency,Not found,"Plot No 8 & 9, Om Residency Sai Nagar, Behind Airport Centre Point Hotel, Somalwada, Wardha Road, Nagpur - 440025",Residential - Apartments,"Terrace Garden,Barbecue,24x7 Security,Car Parking",4,P50500078404,Not found,Not found,Not found,3BHK,None
r438709,AMARYLLIS,Raki Developers,"Devarchikkanahalli, BTM 4th Stage, south Bangalore",Residential - Apartments,"Swimming Pool,Multipurpose Hall,Children's Play Area,Rain Water Harvesting,CCTV Camera Security,24x7 Security,Indoor Games,Gymnasium,Carrom",9,Not found,Not found,Not found,50,"2BHK,3BHK",1000~1543 sq. ft.
